time,p,q,r,phi,theta,psi,delta1,delta2,delta3,delta4
99.3,0.00586087,-0.0321565,0.0258146,0.212751,0.266584,-0.0179972,-0.00186531,-0.0413947,-0.012854,0.0273299
99.4,0.00468519,-0.0326515,0.0259759,0.213778,0.262869,-0.0160856,-0.00289104,-0.0419949,-0.0118614,0.0277844
99.5,0.00350118,-0.0331144,0.0261152,0.214681,0.259102,-0.014175,-0.00391719,-0.042557,-0.0108536,0.0282105
99.6,0.00231018,-0.0335448,0.0262323,0.215457,0.255287,-0.0122665,-0.00494275,-0.0430805,-0.00983197,0.028608
99.7,0.00111352,-0.0339423,0.0263275,0.216106,0.251429,-0.0103611,-0.00596674,-0.0435649,-0.00879762,0.0289766
99.8,-8.74795e-05,-0.0343067,0.0264007,0.216626,0.24753,-0.00845995,-0.00698816,-0.0440097,-0.00775184,0.029316
99.9,-0.00129146,-0.0346376,0.0264519,0.217018,0.243595,-0.00656395,-0.00800601,-0.0444144,-0.00669591,0.029626
100,-0.00249708,-0.0349349,0.0264812,0.217281,0.239627,-0.00467404,-0.0090193,-0.0447787,-0.00563109,0.0299064
100.1,-0.00370298,-0.0351984,0.0264887,0.217414,0.235632,-0.00279116,-0.010027,-0.0451021,-0.0045587,0.030157
100.2,-0.00490782,-0.0354278,0.0264745,0.217418,0.231613,-0.000916164,-0.0110282,-0.0453844,-0.00348002,0.0303777
100.3,-0.00611025,-0.035623,0.0264387,0.217292,0.227573,0.000950091,-0.0120219,-0.0456252,-0.00239636,0.0305685
100.4,-0.0073089,-0.035784,0.0263813,0.217036,0.223518,0.00280678,-0.0130071,-0.0458242,-0.00130905,0.0307293
100.5,-0.00850245,-0.0359106,0.0263026,0.216651,0.21945,0.00465311,-0.0139827,-0.0459814,-0.000219389,0.0308601
100.6,-0.00968956,-0.0360029,0.0262026,0.216137,0.215375,0.00648828,-0.014948,-0.0460964,0.000871296,0.0309609
100.7,-0.0108689,-0.0360609,0.0260815,0.215495,0.211295,0.00831154,-0.0159018,-0.0461692,0.00196169,0.0310318
100.8,-0.0120391,-0.0360846,0.0259394,0.214726,0.207216,0.0101221,-0.0168432,-0.0461997,0.00305049,0.0310728
100.9,-0.013199,-0.036074,0.0257766,0.21383,0.203141,0.0119192,-0.0177714,-0.0461878,0.00413637,0.0310842
101,-0.0143471,-0.0360293,0.0255932,0.212809,0.199073,0.0137022,-0.0186852,-0.0461335,0.00521805,0.0310661
101.1,-0.0154823,-0.0359506,0.0253894,0.211664,0.195018,0.0154702,-0.0195839,-0.0460369,0.00629422,0.0310186
101.2,-0.0166032,-0.0358382,0.0251654,0.210396,0.190979,0.0172225,-0.0204665,-0.0458981,0.00736361,0.0309419
101.3,-0.0177087,-0.0356921,0.0249215,0.209006,0.186959,0.0189583,-0.0213321,-0.0457172,0.00842494,0.0308364
101.4,-0.0187974,-0.0355127,0.0246578,0.207497,0.182963,0.0206769,-0.0221798,-0.0454943,0.00947697,0.0307023
101.5,-0.0198682,-0.0353001,0.0243747,0.20587,0.178995,0.0223775,-0.0230086,-0.0452298,0.0105184,0.0305399
101.6,-0.0209199,-0.0350549,0.0240723,0.204126,0.175058,0.0240593,-0.0238179,-0.0449238,0.0115481,0.0303495
101.7,-0.0219513,-0.0347771,0.0237509,0.202269,0.171155,0.0257214,-0.0246066,-0.0445766,0.0125649,0.0301315
101.8,-0.0229614,-0.0344673,0.0234109,0.2003,0.167292,0.0273631,-0.025374,-0.0441887,0.0135674,0.0298863
101.9,-0.0239489,-0.0341258,0.0230525,0.198221,0.16347,0.0289835,-0.0261192,-0.0437604,0.0145547,0.0296143
102,-0.0249128,-0.033753,0.0226761,0.196035,0.159694,0.0305817,-0.0268414,-0.0432921,0.0155255,0.0293159
102.1,-0.025852,-0.0333495,0.0222818,0.193745,0.155967,0.0321569,-0.0275398,-0.0427844,0.0164788,0.0289916
102.2,-0.0267656,-0.0329156,0.0218702,0.191352,0.152292,0.033708,-0.0282138,-0.0422377,0.0174133,0.0286418
102.3,-0.0276524,-0.0324519,0.0214414,0.18886,0.148674,0.0352342,-0.0288624,-0.0416527,0.0183282,0.0282671
102.4,-0.0285117,-0.0319589,0.0209959,0.186271,0.145114,0.0367344,-0.029485,-0.0410299,0.0192224,0.0278679
102.5,-0.0293424,-0.0314372,0.020534,0.183589,0.141616,0.0382077,-0.0300808,-0.04037,0.0200948,0.0274448
102.6,-0.0301436,-0.0308873,0.0200561,0.180816,0.138184,0.0396531,-0.0306493,-0.0396736,0.0209445,0.0269982
102.7,-0.0309144,-0.0303099,0.0195627,0.177956,0.13482,0.0410694,-0.0311896,-0.0389416,0.0217706,0.0265289
102.8,-0.0316542,-0.0297057,0.019054,0.175012,0.131527,0.0424556,-0.0317013,-0.0381746,0.0225722,0.0260373
102.9,-0.032362,-0.0290752,0.0185306,0.171986,0.128307,0.0438107,-0.0321836,-0.0373736,0.0233484,0.0255241
103,-0.033037,-0.0284191,0.0179928,0.168884,0.125164,0.0451334,-0.032636,-0.0365392,0.0240984,0.0249898
103.1,-0.0336787,-0.0277382,0.0174411,0.165707,0.122101,0.0464226,-0.0330579,-0.0356724,0.0248213,0.024435
103.2,-0.0342864,-0.0270331,0.016876,0.162459,0.119119,0.0476771,-0.0334488,-0.0347741,0.0255165,0.0238604
103.3,-0.0348593,-0.0263046,0.0162978,0.159145,0.116221,0.0488958,-0.0338081,-0.0338453,0.0261832,0.0232666
103.4,-0.0353969,-0.0255535,0.0157072,0.155768,0.113409,0.0500774,-0.0341354,-0.0328868,0.0268208,0.0226543
103.5,-0.0358986,-0.0247804,0.0151046,0.152331,0.110686,0.0512207,-0.0344303,-0.0318998,0.0274286,0.022024
103.6,-0.036364,-0.0239863,0.0144905,0.148838,0.108053,0.0523245,-0.0346924,-0.0308853,0.028006,0.0213764
103.7,-0.0367925,-0.0231719,0.0138654,0.145294,0.105513,0.0533875,-0.0349212,-0.0298442,0.0285525,0.0207122
103.8,-0.0371838,-0.022338,0.0132299,0.141701,0.103067,0.0544084,-0.0351164,-0.0287778,0.0290675,0.0200321
103.9,-0.0375375,-0.0214854,0.0125845,0.138064,0.100717,0.0553861,-0.0352777,-0.0276871,0.0295505,0.0193366
104,-0.0378531,-0.0206151,0.0119297,0.134388,0.098465,0.0563191,-0.0354048,-0.0265732,0.0300013,0.0186266
104.1,-0.0381305,-0.0197277,0.0112662,0.130675,0.0963122,0.0572064,-0.0354975,-0.0254373,0.0304192,0.0179026
104.2,-0.0383693,-0.0188243,0.0105945,0.12693,0.0942602,0.0580465,-0.0355556,-0.0242807,0.0308041,0.0171653
104.3,-0.0385693,-0.0179057,0.00991514,0.123157,0.0923101,0.0588383,-0.0355789,-0.0231044,0.0311555,0.0164155
104.4,-0.0387304,-0.0169727,0.00922881,0.119359,0.0904632,0.0595806,-0.0355672,-0.0219097,0.0314733,0.0156537
104.5,-0.0388524,-0.0160262,0.00853608,0.115542,0.0887205,0.0602721,-0.0355205,-0.0206978,0.0317572,0.0148807
104.6,-0.0389353,-0.0150672,0.00783759,0.111709,0.087083,0.0609117,-0.0354387,-0.01947,0.032007,0.0140971
104.7,-0.038979,-0.0140965,0.00713395,0.107864,0.0855516,0.0614981,-0.0353218,-0.0182276,0.0322226,0.0133036
104.8,-0.0389835,-0.013115,0.00642582,0.104011,0.0841269,0.0620303,-0.0351698,-0.0169717,0.0324038,0.0125009
104.9,-0.0389488,-0.0121237,0.00571384,0.100154,0.0828097,0.0625072,-0.0349827,-0.0157037,0.0325507,0.0116896
105,-0.0388751,-0.0111234,0.00499867,0.096297,0.0816004,0.0629276,-0.0347607,-0.0144248,0.0326631,0.0108705
105.1,-0.0387624,-0.0101151,0.00428097,0.0924445,0.0804995,0.0632906,-0.034504,-0.0131363,0.0327412,0.0100442
105.2,-0.0386109,-0.00909967,0.00356141,0.0886002,0.0795072,0.0635952,-0.0342126,-0.0118396,0.0327849,0.00921131
105.3,-0.0384209,-0.00807801,0.00284068,0.084768,0.0786238,0.0638405,-0.0338867,-0.0105359,0.0327943,0.00837257
105.4,-0.0381925,-0.00705102,0.00211945,0.0809518,0.0778494,0.0640256,-0.0335268,-0.00922654,0.0327697,0.00752862
105.5,-0.037926,-0.00601964,0.00139841,0.0771555,0.077184,0.0641496,-0.033133,-0.00791276,0.0327111,0.00668011
105.6,-0.0376218,-0.00498476,0.000678263,0.0733829,0.0766275,0.0642119,-0.0327056,-0.00659588,0.0326188,0.00582771
105.7,-0.0372802,-0.00394728,-4.03058e-05,0.0696378,0.0761798,0.0642118,-0.0322452,-0.00527718,0.032493,0.00497206
105.8,-0.0369016,-0.00290811,-0.000756594,0.0659239,0.0758405,0.0641486,-0.0317519,-0.00395795,0.0323339,0.00411381
105.9,-0.0364865,-0.00186813,-0.0014699,0.0622449,0.0756093,0.0640218,-0.0312264,-0.00263946,0.0321419,0.0032536
106,-0.0360353,-0.000828244,-0.00217952,0.0586044,0.0754857,0.063831,-0.0306692,-0.00132298,0.0319174,0.00239208
106.1,-0.0355485,0.000210678,-0.00288476,0.055006,0.0754692,0.0635756,-0.0300806,-9.76117e-06,0.0316606,0.00152987
106.2,-0.0350267,0.00124776,-0.00358491,0.0514531,0.0755592,0.0632555,-0.0294613,0.00129895,0.0313719,0.000667614
106.3,-0.0344703,0.00228212,-0.00427928,0.0479491,0.075755,0.0628704,-0.0288119,0.00260191,0.0310519,-0.000194064
106.4,-0.0338801,0.00331292,-0.00496716,0.0444974,0.0760558,0.0624202,-0.0281331,0.00389791,0.0307009,-0.00105454
106.5,-0.0332567,0.00433929,-0.00564786,0.0411013,0.0764608,0.0619048,-0.0274254,0.00518575,0.0303195,-0.0019132
106.6,-0.0326006,0.00536039,-0.00632069,0.037764,0.0769689,0.0613242,-0.0266896,0.00646423,0.0299081,-0.00276942
106.7,-0.0319127,0.00637539,-0.00698496,0.0344885,0.0775794,0.0606786,-0.0259264,0.00773219,0.0294672,-0.0036226
106.8,-0.0311936,0.00738346,-0.00764,0.0312779,0.0782909,0.0599681,-0.0251366,0.00898848,0.0289975,-0.00447213
106.9,-0.030444,0.0083838,-0.00828513,0.0281351,0.0791026,0.0591932,-0.0243209,0.010232,0.0284995,-0.00531741
107,-0.0296648,0.0093756,-0.00891968,0.025063,0.0800131,0.0583542,-0.0234803,0.0114615,0.0279738,-0.00615784
107.1,-0.0288567,0.0103581,-0.009543,0.0220643,0.0810212,0.0574516,-0.0226155,0.0126761,0.027421,-0.00699282
107.2,-0.0280206,0.0113304,-0.0101544,0.0191418,0.0821257,0.0564861,-0.0217274,0.0138746,0.0268417,-0.00782179
107.3,-0.0271572,0.0122919,-0.0107534,0.016298,0.0833251,0.0554582,-0.0208169,0.015056,0.0262367,-0.00864414
107.4,-0.0262676,0.0132417,-0.0113392,0.0135354,0.0846181,0.0543689,-0.019885,0.0162192,0.0256065,-0.0094593
107.5,-0.0253524,0.0141792,-0.0119112,0.0108564,0.0860032,0.053219,-0.0189325,0.0173634,0.0249519,-0.0102667
107.6,-0.0244128,0.0151036,-0.0124689,0.00826334,0.0874789,0.0520094,-0.0179605,0.0184874,0.0242736,-0.0110658
107.7,-0.0234495,0.0160141,-0.0130116,0.00575846,0.0890437,0.0507414,-0.01697,0.0195904,0.0235723,-0.011856
107.8,-0.0224635,0.0169101,-0.0135388,0.00334387,0.0906959,0.049416,-0.015962,0.0206715,0.0228487,-0.0126367
107.9,-0.0214558,0.0177909,-0.01405,0.00102159,0.0924339,0.0480345,-0.0149374,0.0217298,0.0221035,-0.0134074
108,-0.0204274,0.0186558,-0.0145445,-0.00120643,0.0942561,0.0465983,-0.0138974,0.0227644,0.0213376,-0.0141676
108.1,-0.0193792,0.0195042,-0.0150219,-0.00333834,0.0961607,0.0451089,-0.0128429,0.0237744,0.0205516,-0.0149167
108.2,-0.0183123,0.0203354,-0.0154817,-0.0053724,0.098146,0.0435678,-0.0117752,0.0247592,0.0197464,-0.0156541
108.3,-0.0172277,0.0211488,-0.0159233,-0.00730695,0.10021,0.0419766,-0.0106952,0.0257179,0.0189227,-0.0163794
108.4,-0.0161263,0.0219437,-0.0163464,-0.00914042,0.102351,0.040337,-0.00960405,0.0266498,0.0180814,-0.017092
108.5,-0.0150093,0.0227196,-0.0167504,-0.0108713,0.104568,0.0386508,-0.00850288,0.0275542,0.0172232,-0.0177913
108.6,-0.0138777,0.0234759,-0.017135,-0.0124983,0.106858,0.03692,-0.00739278,0.0284304,0.0163489,-0.018477
108.7,-0.0127326,0.024212,-0.0174997,-0.0140201,0.109219,0.0351464,-0.00627489,0.0292778,0.0154594,-0.0191484
108.8,-0.011575,0.0249274,-0.0178442,-0.0154354,0.11165,0.0333322,-0.00515033,0.0300957,0.0145555,-0.0198051
108.9,-0.0104059,0.0256215,-0.018168,-0.0167432,0.114148,0.0314793,-0.00402023,0.0308836,0.0136379,-0.0204466
109,-0.00922661,0.0262938,-0.018471,-0.0179424,0.116711,0.02959,-0.00288573,0.0316409,0.0127076,-0.0210724
109.1,-0.00803805,0.0269438,-0.0187527,-0.0190321,0.119338,0.0276666,-0.00174797,0.0323671,0.0117654,-0.021682
109.2,-0.00684137,0.027571,-0.0190128,-0.0200115,0.122027,0.0257112,-0.000608081,0.0330617,0.010812,-0.0222749
109.3,-0.00563765,0.028175,-0.0192512,-0.0208797,0.124774,0.0237263,0.000532793,0.0337243,0.00984832,-0.0228507
109.4,-0.00442801,0.0287553,-0.0194675,-0.0216362,0.127579,0.0217143,0.00167352,0.0343544,0.00887525,-0.0234089
109.5,-0.00321354,0.0293114,-0.0196616,-0.0222803,0.130439,0.0196776,0.00281296,0.0349517,0.00789359,-0.0239491
109.6,-0.00199537,0.029843,-0.0198333,-0.0228115,0.133351,0.0176188,0.00394998,0.0355157,0.0069042,-0.0244708
109.7,-0.000774591,0.0303496,-0.0199824,-0.0232294,0.136314,0.0155403,0.00508347,0.0360462,0.00590793,-0.0249736
109.8,0.000447679,0.0308309,-0.0201087,-0.0235336,0.139325,0.0134449,0.0062123,0.0365429,0.00490564,-0.0254572
109.9,0.00167033,0.0312865,-0.0202123,-0.0237239,0.142383,0.0113351,0.00733537,0.0370054,0.00389816,-0.025921
110,0.00289225,0.0317161,-0.0202929,-0.0238,0.145484,0.00921364,0.00845156,0.0374336,0.00288637,-0.0263646
110.1,0.00411233,0.0321193,-0.0203507,-0.023762,0.148626,0.00708312,0.00955979,0.0378272,0.00187111,-0.0267878
110.2,0.00532946,0.0324959,-0.0203854,-0.0236096,0.151808,0.00494628,0.010659,0.038186,0.000853243,-0.0271901
110.3,0.00654254,0.0328455,-0.0203972,-0.0233431,0.155026,0.00280586,0.011748,0.03851,-0.000166371,-0.0275711
110.4,0.00775047,0.0331678,-0.020386,-0.0229625,0.158279,0.000664591,0.0128259,0.038799,-0.00118687,-0.0279306
110.5,0.00895214,0.0334627,-0.020352,-0.0224681,0.161563,-0.00147478,0.0138915,0.0390529,-0.00220741,-0.0282681
110.6,0.0101465,0.0337299,-0.0202952,-0.02186,0.164877,-0.00360949,0.0149439,0.0392716,-0.00322711,-0.0285833
110.7,0.0113323,0.0339692,-0.0202158,-0.0211387,0.168217,-0.0057368,0.015982,0.0394552,-0.00424512,-0.0288759
110.8,0.0125087,0.0341803,-0.0201138,-0.0203046,0.171582,-0.00785395,0.0170048,0.0396036,-0.00526058,-0.0291457
110.9,0.0136745,0.0343633,-0.0199894,-0.0193583,0.174969,-0.00995821,0.0180113,0.0397169,-0.00627262,-0.0293923
111,0.0148286,0.0345178,-0.0198429,-0.0183002,0.178375,-0.0120469,0.0190006,0.0397951,-0.00728039,-0.0296154
111.1,0.0159699,0.0346438,-0.0196745,-0.0171311,0.181798,-0.0141172,0.0199717,0.0398383,-0.00828303,-0.0298148
111.2,0.0170975,0.0347411,-0.0194844,-0.0158517,0.185234,-0.0161665,0.0209236,0.0398466,-0.00927966,-0.0299903
111.3,0.0182102,0.0348097,-0.0192729,-0.0144628,0.188682,-0.0181922,0.0218555,0.0398201,-0.0102694,-0.0301416
111.4,0.0193071,0.0348496,-0.0190402,-0.0129653,0.192138,-0.0201916,0.0227664,0.0397591,-0.0112515,-0.0302685
111.5,0.020387,0.0348606,-0.0187868,-0.0113603,0.1956,-0.0221621,0.0236554,0.0396637,-0.012225,-0.0303709
111.6,0.0214491,0.0348428,-0.018513,-0.00964863,0.199066,-0.0241013,0.0245218,0.0395341,-0.0131891,-0.0304486
111.7,0.0224922,0.0347962,-0.0182191,-0.00783157,0.202531,-0.0260065,0.0253647,0.0393706,-0.0141428,-0.0305013
111.8,0.0235153,0.0347208,-0.0179056,-0.0059103,0.205995,-0.0278755,0.0261832,0.0391734,-0.0150854,-0.030529
111.9,0.0245176,0.0346167,-0.0175728,-0.00388611,0.209453,-0.0297057,0.0269765,0.0389428,-0.0160161,-0.0305316
112,0.0254979,0.0344839,-0.0172213,-0.00176037,0.212903,-0.031495,0.027744,0.0386792,-0.0169338,-0.030509
112.1,0.0264555,0.0343226,-0.0168514,0.000465459,0.216342,-0.0332409,0.0284848,0.0383829,-0.0178379,-0.030461
112.2,0.0273892,0.0341328,-0.0164638,0.00278983,0.219768,-0.0349414,0.0291982,0.0380543,-0.0187274,-0.0303876
112.3,0.0282982,0.0339148,-0.0160588,0.00521113,0.223176,-0.0365943,0.0298836,0.0376936,-0.0196016,-0.0302889
112.4,0.0291817,0.0336686,-0.015637,0.00772762,0.226566,-0.0381976,0.0305402,0.0373015,-0.0204595,-0.0301648
112.5,0.0300386,0.0333945,-0.015199,0.0103375,0.229933,-0.0397493,0.0311675,0.0368782,-0.0213004,-0.0300152
112.6,0.0308681,0.0330928,-0.0147454,0.013039,0.233274,-0.0412476,0.0317647,0.0364242,-0.0221233,-0.0298403
112.7,0.0316694,0.0327636,-0.0142767,0.0158299,0.236588,-0.0426907,0.0323313,0.0359401,-0.0229276,-0.0296401
112.8,0.0324415,0.0324072,-0.0137935,0.0187083,0.23987,-0.0440769,0.0328668,0.0354263,-0.0237123,-0.0294146
112.9,0.0331838,0.032024,-0.0132964,0.0216721,0.243118,-0.0454046,0.0333706,0.0348832,-0.0244767,-0.029164
113,0.0338954,0.0316141,-0.0127861,0.0247189,0.246329,-0.0466724,0.0338422,0.0343116,-0.0252199,-0.0288884
113.1,0.0345755,0.0311781,-0.0122633,0.0278464,0.249501,-0.0478788,0.0342812,0.0337118,-0.0259412,-0.028588
113.2,0.0352234,0.0307162,-0.0117285,0.0310522,0.25263,-0.0490227,0.0346869,0.0330845,-0.0266398,-0.0282629
113.3,0.0358383,0.0302289,-0.0111824,0.0343337,0.255713,-0.0501027,0.0350592,0.0324303,-0.0273149,-0.0279134
113.4,0.0364195,0.0297165,-0.0106258,0.0376883,0.258747,-0.051118,0.0353975,0.0317498,-0.0279657,-0.0275396
113.5,0.0369665,0.0291796,-0.0100593,0.0411133,0.26173,-0.0520674,0.0357015,0.0310435,-0.0285915,-0.0271418
113.6,0.0374784,0.0286184,-0.00948354,0.0446059,0.26466,-0.0529503,0.0359708,0.0303122,-0.0291916,-0.0267203
113.7,0.0379547,0.0280337,-0.00889933,0.0481631,0.267532,-0.0537658,0.0362053,0.0295565,-0.0297651,-0.0262755
113.8,0.0383948,0.0274258,-0.00830733,0.0517819,0.270344,-0.0545135,0.0364045,0.0287772,-0.0303115,-0.0258075
113.9,0.0387981,0.0267953,-0.00770826,0.0554592,0.273094,-0.0551928,0.0365683,0.0279747,-0.03083,-0.0253169
114,0.0391641,0.0261427,-0.00710285,0.0591919,0.275779,-0.0558033,0.0366966,0.02715,-0.0313199,-0.0248039
114.1,0.0394923,0.0254687,-0.0064918,0.0629765,0.278396,-0.0563449,0.036789,0.0263036,-0.0317807,-0.0242691
114.2,0.0397822,0.0247738,-0.00587583,0.0668098,0.280943,-0.0568175,0.0368455,0.0254364,-0.0322115,-0.0237127
114.3,0.0400334,0.0240587,-0.00525568,0.0706883,0.283417,-0.057221,0.036866,0.0245491,-0.0326119,-0.0231354
114.4,0.0402454,0.023324,-0.00463206,0.0746082,0.285816,-0.0575557,0.0368505,0.0236424,-0.0329813,-0.0225375
114.5,0.040418,0.0225703,-0.00400568,0.0785661,0.288137,-0.0578216,0.0367988,0.0227171,-0.033319,-0.0219197
114.6,0.0405508,0.0217984,-0.00337727,0.0825582,0.290378,-0.0580193,0.036711,0.021774,-0.0336245,-0.0212823
114.7,0.0406434,0.0210089,-0.00274753,0.0865806,0.292537,-0.0581491,0.0365872,0.0208139,-0.0338974,-0.0206261
114.8,0.0406957,0.0202026,-0.00211717,0.0906294,0.294611,-0.0582118,0.0364274,0.0198377,-0.0341371,-0.0199516
114.9,0.0407074,0.0193803,-0.00148688,0.0947007,0.296598,-0.058208,0.0362317,0.018846,-0.0343431,-0.0192593
115,0.0406783,0.0185425,-0.000857358,0.0987904,0.298497,-0.0581385,0.0360003,0.0178398,-0.0345151,-0.01855
115.1,0.0406083,0.0176903,-0.000229285,0.102894,0.300304,-0.0580042,0.0357334,0.0168199,-0.0346527,-0.0178243
115.2,0.0404974,0.0168242,0.000396668,0.107008,0.30202,-0.0578062,0.0354312,0.0157871,-0.0347554,-0.0170829
115.3,0.0403454,0.0159453,0.00101984,0.111128,0.303641,-0.0575456,0.0350939,0.0147424,-0.0348229,-0.0163265
115.4,0.0401524,0.0150541,0.00163958,0.11525,0.305166,-0.0572237,0.0347218,0.0136865,-0.034855,-0.0155557
115.5,0.0399183,0.0141517,0.00225525,0.119368,0.306593,-0.0568417,0.0343153,0.0126203,-0.0348514,-0.0147715
115.6,0.0396433,0.0132387,0.00286622,0.12348,0.307922,-0.056401,0.0338747,0.0115447,-0.0348119,-0.0139744
115.7,0.0393276,0.0123162,0.00347189,0.127579,0.30915,-0.0559031,0.0334004,0.0104607,-0.0347363,-0.0131654
115.8,0.0389711,0.0113849,0.00407166,0.131663,0.310276,-0.0553497,0.0328929,0.00936902,-0.0346244,-0.0123451
115.9,0.0385743,0.0104458,0.00466495,0.135726,0.3113,-0.0547422,0.0323526,0.00827066,-0.0344762,-0.0115145
116,0.0381373,0.00949963,0.00525119,0.139764,0.312219,-0.0540823,0.03178,0.00716649,-0.0342916,-0.0106744
116.1,0.0376604,0.00854738,0.00582984,0.143772,0.313034,-0.053372,0.0311756,0.00605743,-0.0340705,-0.0098255
116.2,0.037144,0.00758994,0.00640036,0.147747,0.313744,-0.0526128,0.03054,0.00494439,-0.0338131,-0.0089688
116.3,0.0365885,0.00662819,0.00696225,0.151682,0.314347,-0.0518067,0.0298739,0.00382829,-0.0335194,-0.00810514
116.4,0.0359944,0.00566305,0.00751501,0.155575,0.314844,-0.0509556,0.0291778,0.00271005,-0.0331895,-0.00723539
116.5,0.035362,0.00469543,0.00805816,0.15942,0.315233,-0.0500614,0.0284524,0.0015906,-0.0328236,-0.00636045
116.6,0.034692,0.00372623,0.00859124,0.163213,0.315515,-0.049126,0.0276984,0.000470851,-0.0324219,-0.00548123
116.7,0.0339849,0.00275637,0.00911382,0.166949,0.315689,-0.0481514,0.0269165,-0.000648256,-0.0319846,-0.00459861
116.8,0.0332414,0.00178676,0.00962548,0.170624,0.315756,-0.0471396,0.0261075,-0.0017658,-0.031512,-0.00371353
116.9,0.032462,0.000818313,0.0101258,0.174235,0.315714,-0.0460926,0.0252722,-0.00288084,-0.0310046,-0.00282689
117,0.0316476,-0.000148064,0.0106144,0.177775,0.315566,-0.0450124,0.0244113,-0.00399246,-0.0304626,-0.00193961
117.1,0.0307989,-0.00111146,0.011091,0.181243,0.31531,-0.043901,0.0235257,-0.00509973,-0.0298866,-0.00105262
117.2,0.0299166,-0.00207099,0.0115552,0.184632,0.314948,-0.0427605,0.0226163,-0.00620171,-0.029277,-0.000166828
117.3,0.0290016,-0.00302574,0.0120066,0.187939,0.314479,-0.0415926,0.0216839,-0.00729749,-0.0286344,0.000716845
117.4,0.0280548,-0.00397484,0.012445,0.191161,0.313905,-0.0403995,0.0207295,-0.00838614,-0.0279593,0.00159749
117.5,0.0270771,-0.00491739,0.0128701,0.194293,0.313226,-0.0391831,0.0197539,-0.00946674,-0.0272523,0.00247418
117.6,0.0260695,-0.00585252,0.0132816,0.197331,0.312443,-0.0379452,0.0187582,-0.0105384,-0.0265143,0.00334604
117.7,0.0250329,-0.00677938,0.0136793,0.200272,0.311558,-0.0366878,0.0177433,-0.0116001,-0.0257457,0.00421215
117.8,0.0239683,-0.00769712,0.0140629,0.203112,0.310571,-0.0354126,0.0167102,-0.0126511,-0.0249475,0.00507164
117.9,0.022877,-0.00860488,0.0144323,0.205849,0.309484,-0.0341215,0.0156599,-0.0136904,-0.0241203,0.00592362
118,0.0217598,-0.00950184,0.0147872,0.208477,0.308297,-0.0328163,0.0145934,-0.0147171,-0.0232651,0.00676724
118.1,0.020618,-0.0103872,0.0151275,0.210995,0.307013,-0.0314985,0.0135118,-0.0157304,-0.0223828,0.00760164
118.2,0.0194528,-0.0112601,0.015453,0.213399,0.305633,-0.0301699,0.0124161,-0.0167293,-0.0214742,0.00842599
118.3,0.0182653,-0.0121198,0.0157636,0.215687,0.304158,-0.0288321,0.0113074,-0.017713,-0.0205403,0.00923946
118.4,0.0170567,-0.0129656,0.0160591,0.217855,0.302591,-0.0274865,0.0101867,-0.0186807,-0.0195821,0.0100413
118.5,0.0158283,-0.0137966,0.0163395,0.219901,0.300933,-0.0261347,0.00905524,-0.0196314,-0.0186006,0.0108306
118.6,0.0145814,-0.0146122,0.0166047,0.221823,0.299186,-0.0247781,0.00791399,-0.0205644,-0.0175969,0.0116067
118.7,0.0133172,-0.0154116,0.0168545,0.223617,0.297353,-0.0234181,0.00676408,-0.0214788,-0.0165721,0.0123688
118.8,0.0120371,-0.0161941,0.0170889,0.225283,0.295434,-0.0220558,0.00560664,-0.0223739,-0.0155273,0.0131163
118.9,0.0107425,-0.0169591,0.0173079,0.226817,0.293433,-0.0206926,0.00444278,-0.0232488,-0.0144636,0.0138483
119,0.00943458,-0.0177058,0.0175114,0.228219,0.291352,-0.0193297,0.00327362,-0.0241027,-0.0133823,0.0145643
119.1,0.00811484,-0.0184337,0.0176994,0.229486,0.289193,-0.017968,0.00210029,-0.024935,-0.0122846,0.0152635
119.2,0.00678464,-0.0191421,0.0178719,0.230617,0.286958,-0.0166087,0.00092391,-0.0257448,-0.0111716,0.0159454
119.3,0.00544537,-0.0198304,0.0180289,0.231611,0.28465,-0.0152528,-0.000254387,-0.0265314,-0.0100447,0.0166093
119.4,0.00409846,-0.0204981,0.0181703,0.232466,0.282271,-0.0139011,-0.00143347,-0.0272941,-0.00890503,0.0172546
