time,p,q,r,phi,theta,psi,delta1,delta2,delta3,delta4
322.4,-0.00277704,0.00516227,-0.00218425,0.0751568,0.179906,0.00189564,-0.00190106,0.00492739,0.00301442,-0.00375323
322.5,-0.00252248,0.00532096,-0.00220097,0.0748591,0.180445,0.00171332,-0.00167504,0.00509626,0.00279886,-0.00391369
322.6,-0.00226546,0.00547488,-0.00221567,0.0745868,0.181,0.00153042,-0.00144739,0.00525953,0.00258068,-0.00406984
322.7,-0.00200623,0.00562393,-0.00222834,0.0743402,0.181569,0.00134711,-0.00121833,0.00541709,0.00236012,-0.00422157
322.8,-0.00174507,0.00576799,-0.002239,0.0741194,0.182154,0.00116358,-0.00098808,0.0055688,0.00213739,-0.00436874
322.9,-0.00148222,0.00590693,-0.00224764,0.0739248,0.182753,0.000979981,-0.000756885,0.00571457,0.00191272,-0.00451123
323,-0.00121796,0.00604065,-0.00225427,0.0737564,0.183365,0.000796502,-0.000524972,0.00585428,0.00168635,-0.00464893
323.1,-0.000952548,0.00616904,-0.0022589,0.0736144,0.183991,0.000613316,-0.000292573,0.00598783,0.00145849,-0.00478172
323.2,-0.000686256,0.00629201,-0.00226153,0.0734989,0.184629,0.000430598,-5.99224e-05,0.00611513,0.00122939,-0.00490948
323.3,-0.000419349,0.00640946,-0.00226218,0.0734102,0.185279,0.000248523,0.000172747,0.00623607,0.000999259,-0.00503213
323.4,-0.000152095,0.0065213,-0.00226086,0.0733482,0.18594,6.72649e-05,0.000405201,0.00635058,0.000768344,-0.00514955
323.5,0.000115237,0.00662744,-0.00225757,0.0733129,0.186612,-0.000113002,0.000637208,0.00645858,0.000536873,-0.00526164
323.6,0.00038238,0.00672781,-0.00225235,0.0733045,0.187295,-0.000292106,0.000868532,0.00655999,0.000305077,-0.00536832
323.7,0.000649065,0.00682232,-0.0022452,0.0733229,0.187987,-0.000469875,0.00109894,0.00665474,7.31893e-05,-0.0054695
323.8,0.000915025,0.00691091,-0.00223615,0.0733681,0.188688,-0.00064614,0.00132821,0.00674278,-0.000158558,-0.0055651
323.9,0.00117999,0.0069935,-0.00222522,0.0734401,0.189398,-0.000820733,0.0015561,0.00682404,-0.000389933,-0.00565502
324,0.0014437,0.00707005,-0.00221243,0.0735387,0.190115,-0.000993489,0.00178239,0.00689848,-0.000620704,-0.00573922
324.1,0.0017059,0.00714049,-0.0021978,0.0736638,0.19084,-0.00116424,0.00200684,0.00696605,-0.000850642,-0.0058176
324.2,0.0019663,0.00720477,-0.00218136,0.0738154,0.191572,-0.00133284,0.00222924,0.00702671,-0.00107952,-0.00589011
324.3,0.00222467,0.00726286,-0.00216314,0.0739932,0.192309,-0.00149911,0.00244936,0.00708043,-0.0013071,-0.0059567
324.4,0.00248073,0.0073147,-0.00214317,0.0741971,0.193052,-0.00166291,0.00266697,0.00712718,-0.00153317,-0.0060173
324.5,0.00273423,0.00736026,-0.00212148,0.0744269,0.193799,-0.00182409,0.00288187,0.00716694,-0.00175749,-0.00607186
324.6,0.00298491,0.00739952,-0.0020981,0.0746823,0.194551,-0.00198249,0.00309382,0.00719969,-0.00197984,-0.00612035
324.7,0.00323254,0.00743246,-0.00207307,0.0749631,0.195306,-0.00213797,0.00330264,0.00722544,-0.00220001,-0.00616273
324.8,0.00347685,0.00745904,-0.00204642,0.0752689,0.196064,-0.0022904,0.00350809,0.00724416,-0.00241778,-0.00619895
324.9,0.00371761,0.00747927,-0.00201818,0.0755995,0.196824,-0.00243963,0.00370997,0.00725587,-0.00263292,-0.006229
325,0.00395458,0.00749313,-0.00198839,0.0759545,0.197586,-0.00258554,0.0039081,0.00726057,-0.00284523,-0.00625285
325.1,0.00418751,0.00750062,-0.0019571,0.0763336,0.198348,-0.002728,0.00410225,0.00725828,-0.00305449,-0.00627048
325.2,0.00441617,0.00750174,-0.00192434,0.0767364,0.199111,-0.00286688,0.00429224,0.00724901,-0.0032605,-0.00628188
325.3,0.00464035,0.0074965,-0.00189016,0.0771624,0.199873,-0.00300208,0.00447789,0.0072328,-0.00346305,-0.00628705
325.4,0.0048598,0.00748492,-0.00185459,0.0776113,0.200635,-0.00313347,0.004659,0.00720967,-0.00366194,-0.00628598
325.5,0.00507432,0.00746702,-0.00181768,0.0780825,0.201394,-0.00326096,0.00483539,0.00717966,-0.00385697,-0.00627867
325.6,0.00528369,0.00744282,-0.00177947,0.0785757,0.202152,-0.00338444,0.00500688,0.00714281,-0.00404796,-0.00626514
325.7,0.0054877,0.00741234,-0.00174001,0.0790902,0.202906,-0.00350381,0.00517331,0.00709916,-0.00423471,-0.00624541
325.8,0.00568614,0.00737563,-0.00169935,0.0796257,0.203657,-0.003619,0.00533451,0.00704878,-0.00441704,-0.00621948
325.9,0.00587883,0.00733273,-0.00165753,0.0801814,0.204403,-0.00372991,0.00549031,0.00699172,-0.00459476,-0.00618739
326,0.00606556,0.00728367,-0.00161459,0.080757,0.205145,-0.00383647,0.00564057,0.00692805,-0.0047677,-0.00614917
326.1,0.00624615,0.00722852,-0.00157059,0.0813517,0.205881,-0.0039386,0.00578512,0.00685782,-0.00493569,-0.00610486
326.2,0.00642043,0.00716732,-0.00152557,0.0819651,0.206611,-0.00403625,0.00592384,0.00678112,-0.00509856,-0.00605449
326.3,0.00658821,0.00710014,-0.00147958,0.0825964,0.207334,-0.00412936,0.00605657,0.00669803,-0.00525616,-0.00599812
326.4,0.00674933,0.00702705,-0.00143268,0.083245,0.20805,-0.00421787,0.00618319,0.00660862,-0.00540832,-0.0059358
326.5,0.00690364,0.00694811,-0.00138491,0.0839103,0.208758,-0.00430174,0.00630358,0.00651299,-0.0055549,-0.00586758
326.6,0.00705097,0.0068634,-0.00133632,0.0845916,0.209458,-0.00438094,0.00641761,0.00641123,-0.00569574,-0.00579353
326.7,0.00719118,0.006773,-0.00128697,0.0852882,0.210148,-0.00445542,0.00652517,0.00630345,-0.00583072,-0.00571372
326.8,0.00732413,0.006677,-0.00123689,0.0859994,0.210829,-0.00452516,0.00662615,0.00618973,-0.00595969,-0.00562822
326.9,0.00744969,0.00657548,-0.00118615,0.0867244,0.2115,-0.00459016,0.00672046,0.00607019,-0.00608254,-0.0055371
327,0.00756774,0.00646854,-0.00113479,0.0874626,0.21216,-0.00465038,0.006808,0.00594495,-0.00619913,-0.00544046
327.1,0.00767816,0.00635628,-0.00108287,0.0882132,0.212808,-0.00470583,0.00688869,0.00581411,-0.00630935,-0.00533838
327.2,0.00778084,0.00623881,-0.00103044,0.0889755,0.213445,-0.00475651,0.00696244,0.0056778,-0.0064131,-0.00523096
327.3,0.00787567,0.00611622,-0.000977537,0.0897486,0.214069,-0.00480243,0.00702919,0.00553614,-0.00651027,-0.00511829
327.4,0.00796258,0.00598863,-0.000924223,0.0905317,0.21468,-0.00484359,0.00708888,0.00538926,-0.00660077,-0.00500047
327.5,0.00804146,0.00585617,-0.000870545,0.0913241,0.215278,-0.00488002,0.00714143,0.00523729,-0.00668451,-0.00487762
327.6,0.00811224,0.00571894,-0.000816553,0.092125,0.215862,-0.00491174,0.00718682,0.00508037,-0.00676139,-0.00474984
327.7,0.00817486,0.00557707,-0.000762297,0.0929336,0.216432,-0.00493879,0.00722498,0.00491864,-0.00683136,-0.00461725
327.8,0.00822926,0.00543069,-0.000707825,0.093749,0.216987,-0.0049612,0.00725589,0.00475224,-0.00689434,-0.00447998
327.9,0.00827537,0.00527993,-0.000653186,0.0945704,0.217526,-0.00497902,0.00727951,0.00458131,-0.00695027,-0.00433814
328,0.00831317,0.00512492,-0.000598428,0.0953969,0.21805,-0.0049923,0.00729584,0.00440601,-0.0069991,-0.00419186
328.1,0.0083426,0.00496581,-0.000543598,0.0962278,0.218558,-0.00500108,0.00730484,0.00422649,-0.00704077,-0.00404129
328.2,0.00836365,0.00480273,-0.000488744,0.0970622,0.219049,-0.00500543,0.00730653,0.0040429,-0.00707526,-0.00388655
328.3,0.0083763,0.00463584,-0.000433911,0.0978992,0.219523,-0.00500541,0.00730089,0.00385541,-0.00710252,-0.00372778
328.4,0.00838053,0.00446527,-0.000379144,0.098738,0.21998,-0.0050011,0.00728794,0.00366417,-0.00712253,-0.00356514
328.5,0.00837635,0.00429117,-0.000324489,0.0995777,0.220419,-0.00499256,0.00726769,0.00346935,-0.00713528,-0.00339876
328.6,0.00836377,0.00411371,-0.00026999,0.100417,0.22084,-0.00497988,0.00724017,0.00327112,-0.00714074,-0.0032288
328.7,0.00834279,0.00393304,-0.000215688,0.101256,0.221243,-0.00496313,0.00720541,0.00306964,-0.00713894,-0.00305541
328.8,0.00831345,0.00374931,-0.000161627,0.102094,0.221627,-0.00494241,0.00716345,0.00286508,-0.00712985,-0.00287874
328.9,0.00827577,0.00356269,-0.000107847,0.102929,0.221992,-0.0049178,0.00711432,0.00265762,-0.00711351,-0.00269897
329,0.0082298,0.00337334,-5.43899e-05,0.10376,0.222338,-0.00488939,0.00705809,0.00244744,-0.00708992,-0.00251624
329.1,0.00817558,0.00318143,-1.29379e-06,0.104588,0.222664,-0.00485729,0.00699482,0.0022347,-0.00705911,-0.00233073
329.2,0.00811319,0.00298712,5.14027e-05,0.10541,0.222971,-0.00482159,0.00692456,0.0020196,-0.00702113,-0.0021426
329.3,0.00804267,0.00279058,0.000103662,0.106226,0.223257,-0.0047824,0.00684739,0.0018023,-0.006976,-0.00195203
329.4,0.00796411,0.00259199,0.000155449,0.107036,0.223523,-0.00473982,0.0067634,0.001583,-0.00692379,-0.00175917
329.5,0.00787759,0.00239151,0.000206727,0.107838,0.223769,-0.00469395,0.00667267,0.00136187,-0.00686454,-0.00156421
329.6,0.0077832,0.00218932,0.000257462,0.108632,0.223994,-0.00464492,0.00657529,0.00113909,-0.00679833,-0.00136733
329.7,0.00768104,0.00198559,0.000307622,0.109417,0.224199,-0.00459282,0.00647137,0.000914862,-0.00672521,-0.00116869
329.8,0.00757121,0.0017805,0.000357174,0.110192,0.224382,-0.00453776,0.00636101,0.00068936,-0.00664528,-0.000968475
329.9,0.00745384,0.00157423,0.000406088,0.110956,0.224545,-0.00447987,0.00624432,0.000462773,-0.00655861,-0.000766868
330,0.00732903,0.00136695,0.000454335,0.111709,0.224686,-0.00441926,0.00612143,0.000235289,-0.00646529,-0.000564047
330.1,0.00719693,0.00115885,0.000501885,0.112449,0.224806,-0.00435603,0.00599245,7.09548e-06,-0.00636544,-0.000360193
330.2,0.00705767,0.000950091,0.000548711,0.113177,0.224905,-0.00429031,0.00585753,-0.00022162,-0.00625915,-0.000155488
330.3,0.0069114,0.000740864,0.000594788,0.11389,0.224983,-0.00422222,0.00571679,-0.00045067,-0.00614653,4.98863e-05
330.4,0.00675826,0.000531344,0.000640089,0.114589,0.225039,-0.00415185,0.00557039,-0.000679866,-0.00602772,0.000255747
330.5,0.00659841,0.000321712,0.000684592,0.115273,0.225074,-0.00407933,0.00541846,-0.00090902,-0.00590282,0.000461911
330.6,0.00643203,0.000112144,0.000728273,0.115942,0.225087,-0.00400478,0.00526116,-0.00113794,-0.00577198,0.000668195
330.7,0.00625927,-9.71807e-05,0.000771111,0.116593,0.225079,-0.0039283,0.00509865,-0.00136645,-0.00563533,0.000874418
330.8,0.00608032,-0.000306084,0.000813085,0.117228,0.22505,-0.00385001,0.0049311,-0.00159436,-0.00549301,0.0010804
330.9,0.00589537,-0.000514389,0.000854175,0.117844,0.224999,-0.00377002,0.00475867,-0.00182147,-0.00534519,0.00128595
331,0.0057046,-0.00072192,0.000894364,0.118442,0.224928,-0.00368844,0.00458153,-0.00204761,-0.005192,0.00149089
331.1,0.00550821,-0.000928501,0.000933635,0.119022,0.224835,-0.00360536,0.00439987,-0.00227259,-0.00503363,0.00169505
331.2,0.00530641,-0.00113396,0.00097197,0.119581,0.224721,-0.00352091,0.00421387,-0.00249623,-0.00487022,0.00189824
331.3,0.00509939,-0.00133812,0.00100936,0.120121,0.224587,-0.00343518,0.0040237,-0.00271835,-0.00470197,0.00210029
331.4,0.00488737,-0.00154081,0.00104578,0.120639,0.224431,-0.00334827,0.00382957,-0.00293876,-0.00452903,0.00230102
331.5,0.00467058,-0.00174186,0.00108122,0.121137,0.224255,-0.00326029,0.00363165,-0.00315729,-0.0043516,0.00250026
331.6,0.00444922,-0.00194111,0.00111567,0.121612,0.224059,-0.00317133,0.00343017,-0.00337377,-0.00416986,0.00269782
331.7,0.00422354,-0.00213838,0.00114913,0.122066,0.223843,-0.00308147,0.0032253,-0.003588,-0.00398401,0.00289355
331.8,0.00399375,-0.00233351,0.00118157,0.122497,0.223607,-0.00299082,0.00301725,-0.00379983,-0.00379423,0.00308727
331.9,0.00376009,-0.00252634,0.001213,0.122905,0.223351,-0.00289946,0.00280624,-0.00400908,-0.00360073,0.00327881
332,0.00352281,-0.00271671,0.00124339,0.12329,0.223076,-0.00280748,0.00259247,-0.00421558,-0.00340372,0.00346801
332.1,0.00328214,-0.00290446,0.00127275,0.12365,0.222782,-0.00271496,0.00237615,-0.00441917,-0.0032034,0.00365472
332.2,0.00303833,-0.00308944,0.00130107,0.123987,0.222468,-0.00262197,0.00215749,-0.00461967,-0.00299997,0.00383875
332.3,0.00279163,-0.00327149,0.00132834,0.124299,0.222136,-0.0025286,0.00193672,-0.00481694,-0.00279366,0.00401998
332.4,0.00254229,-0.00345046,0.00135456,0.124586,0.221786,-0.00243491,0.00171404,-0.0050108,-0.00258468,0.00419822
332.5,0.00229056,-0.00362621,0.00137972,0.124848,0.221418,-0.00234098,0.00148968,-0.00520111,-0.00237325,0.00437335
332.6,0.00203669,-0.00379859,0.00140382,0.125085,0.221032,-0.00224686,0.00126386,-0.00538772,-0.00215959,0.0045452
332.7,0.00178096,-0.00396746,0.00142686,0.125297,0.22063,-0.00215264,0.00103679,-0.00557046,-0.00194393,0.00471364
332.8,0.0015236,-0.00413268,0.00144883,0.125483,0.22021,-0.00205835,0.00080871,-0.0057492,-0.00172648,0.00487852
332.9,0.0012649,-0.00429411,0.00146973,0.125643,0.219773,-0.00196407,0.000579832,-0.00592378,-0.00150749,0.00503971
333,0.0010051,-0.00445164,0.00148957,0.125777,0.219321,-0.00186984,0.000350382,-0.00609408,-0.00128717,0.00519708
333.1,0.000744465,-0.00460512,0.00150833,0.125885,0.218853,-0.00177571,0.000120584,-0.00625996,-0.00106575,0.00535048
333.2,0.000483268,-0.00475444,0.00152603,0.125967,0.21837,-0.00168173,-0.000109337,-0.00642127,-0.000843476,0.0054998
333.3,0.000221767,-0.00489947,0.00154267,0.126022,0.217871,-0.00158794,-0.000339158,-0.0065779,-0.000620569,0.00564492
333.4,-3.97746e-05,-0.0050401,0.00155824,0.126051,0.217359,-0.0014944,-0.000568654,-0.00672972,-0.000397262,0.00578571
333.5,-0.000301093,-0.00517622,0.00157274,0.126054,0.216832,-0.00140112,-0.000797604,-0.00687661,-0.000173787,0.00592206
333.6,-0.000561925,-0.00530772,0.00158618,0.126031,0.216293,-0.00130815,-0.00102578,-0.00701845,4.96224e-05,0.00605387
333.7,-0.000822009,-0.00543448,0.00159857,0.125982,0.21574,-0.00121553,-0.00125297,-0.00715513,0.000272736,0.00618103
333.8,-0.00108108,-0.00555642,0.0016099,0.125907,0.215174,-0.00112327,-0.00147895,-0.00728653,0.000495323,0.00630343
333.9,-0.00133889,-0.00567344,0.00162017,0.125805,0.214597,-0.00103141,-0.0017035,-0.00741257,0.000717153,0.00642097
334,-0.00159517,-0.00578545,0.0016294,0.125678,0.214008,-0.000939981,-0.0019264,-0.00753313,0.000937996,0.00653358
334.1,-0.00184967,-0.00589235,0.00163759,0.125525,0.213409,-0.000848993,-0.00214744,-0.00764812,0.00115763,0.00664116
334.2,-0.00210213,-0.00599407,0.00164474,0.125346,0.212798,-0.000758473,-0.00236641,-0.00775745,0.00137582,0.00674362
334.3,-0.0023523,-0.00609052,0.00165085,0.125143,0.212178,-0.000668439,-0.00258309,-0.00786105,0.00159234,0.00684089
334.4,-0.00259994,-0.00618164,0.00165594,0.124914,0.211549,-0.000578908,-0.00279727,-0.00795881,0.00180698,0.0069329
334.5,-0.00284479,-0.00626736,0.00166,0.12466,0.210911,-0.000489894,-0.00300876,-0.00805068,0.00201952,0.00701958
334.6,-0.00308661,-0.00634761,0.00166305,0.124382,0.210264,-0.000401413,-0.00321734,-0.00813658,0.00222973,0.00710085
334.7,-0.00332517,-0.00642232,0.00166509,0.12408,0.20961,-0.000313476,-0.00342281,-0.00821644,0.00243741,0.00717668
334.8,-0.00356023,-0.00649146,0.00166612,0.123754,0.208949,-0.000226094,-0.00362499,-0.0082902,0.00264234,0.00724699
334.9,-0.00379155,-0.00655496,0.00166616,0.123404,0.208281,-0.000139277,-0.00382367,-0.00835782,0.00284431,0.00731174
335,-0.00401891,-0.00661278,0.0016652,0.123032,0.207607,-5.30351e-05,-0.00401866,-0.00841923,0.00304313,0.00737089
335.1,-0.00424208,-0.00666489,0.00166326,0.122636,0.206928,3.26243e-05,-0.00420978,-0.00847439,0.00323858,0.0074244
335.2,-0.00446085,-0.00671124,0.00166035,0.122218,0.206243,0.000117693,-0.00439685,-0.00852326,0.00343047,0.00747223
335.3,-0.00467499,-0.00675181,0.00165646,0.121779,0.205555,0.000202165,-0.00457968,-0.00856581,0.00361861,0.00751435
335.4,-0.00488431,-0.00678657,0.00165162,0.121318,0.204863,0.000286031,-0.0047581,-0.00860201,0.00380282,0.00755074
335.5,-0.00508858,-0.00681549,0.00164582,0.120836,0.204168,0.000369287,-0.00493195,-0.00863184,0.0039829,0.00758139
335.6,-0.00528763,-0.00683858,0.00163908,0.120334,0.203471,0.000451925,-0.00510105,-0.00865527,0.00415867,0.00760626
335.7,-0.00548124,-0.0068558,0.0016314,0.119812,0.202771,0.000533938,-0.00526525,-0.0086723,0.00432997,0.00762537
335.8,-0.00566924,-0.00686717,0.00162279,0.119271,0.202071,0.000615319,-0.00542439,-0.00868291,0.00449663,0.0076387
335.9,-0.00585145,-0.00687267,0.00161327,0.118711,0.201369,0.000696061,-0.00557831,-0.0086871,0.00465847,0.00764624
336,-0.00602767,-0.00687231,0.00160283,0.118133,0.200668,0.000776156,-0.00572688,-0.00868488,0.00481535,0.00764802
336.1,-0.00619776,-0.00686611,0.00159149,0.117538,0.199967,0.000855596,-0.00586994,-0.00867626,0.0049671,0.00764403
336.2,-0.00636153,-0.00685407,0.00157926,0.116926,0.199267,0.000934371,-0.00600737,-0.00866124,0.00511358,0.0076343
336.3,-0.00651884,-0.00683622,0.00156615,0.116297,0.198569,0.00101247,-0.00613904,-0.00863986,0.00525465,0.00761883
336.4,-0.00666954,-0.00681257,0.00155216,0.115653,0.197873,0.00108989,-0.00626481,-0.00861213,0.00539018,0.00759767
336.5,-0.00681348,-0.00678317,0.00153731,0.114994,0.19718,0.0011666,-0.00638458,-0.00857808,0.00552002,0.00757083
336.6,-0.00695052,-0.00674803,0.00152161,0.11432,0.19649,0.00124261,-0.00649823,-0.00853776,0.00564407,0.00753835
336.7,-0.00708055,-0.0067072,0.00150506,0.113633,0.195805,0.00131789,-0.00660564,-0.00849119,0.0057622,0.00750026
336.8,-0.00720342,-0.00666073,0.00148768,0.112934,0.195124,0.00139243,-0.00670673,-0.00843844,0.0058743,0.00745662
336.9,-0.00731904,-0.00660866,0.00146948,0.112222,0.194448,0.00146621,-0.00680139,-0.00837954,0.00598027,0.00740747
337,-0.00742729,-0.00655104,0.00145047,0.111499,0.193778,0.00153922,-0.00688954,-0.00831456,0.00608001,0.00735286
337.1,-0.00752808,-0.00648793,0.00143066,0.110765,0.193114,0.00161143,-0.00697109,-0.00824356,0.00617343,0.00729285
337.2,-0.0076213,-0.00641939,0.00141006,0.110021,0.192457,0.00168282,-0.00704596,-0.0081666,0.00626045,0.0072275
337.3,-0.00770688,-0.00634549,0.00138869,0.109268,0.191807,0.00175338,-0.00711409,-0.00808377,0.00634098,0.00715688
337.4,-0.00778475,-0.0062663,0.00136655,0.108507,0.191165,0.00182307,-0.00717542,-0.00799512,0.00641497,0.00708104
337.5,-0.00785482,-0.00618189,0.00134367,0.107738,0.190532,0.00189187,-0.00722988,-0.00790076,0.00648234,0.00700008
337.6,-0.00791705,-0.00609235,0.00132004,0.106962,0.189907,0.00195976,-0.00727743,-0.00780076,0.00654304,0.00691406
337.7,-0.00797137,-0.00599775,0.00129569,0.10618,0.189292,0.0020267,-0.00731803,-0.00769522,0.00659702,0.00682307
337.8,-0.00801775,-0.00589819,0.00127062,0.105393,0.188687,0.00209267,-0.00735162,-0.00758423,0.00664424,0.0067272
337.9,-0.00805614,-0.00579375,0.00124486,0.104602,0.188093,0.00215763,-0.0073782,-0.00746789,0.00668466,0.00662652
338,-0.00808652,-0.00568453,0.00121841,0.103806,0.187509,0.00222155,-0.00739773,-0.00734631,0.00671826,0.00652114
338.1,-0.00810886,-0.00557064,0.00119129,0.103008,0.186937,0.0022844,-0.00741019,-0.00721961,0.00674502,0.00641116
338.2,-0.00812316,-0.00545216,0.00116352,0.102208,0.186377,0.00234614,-0.00741557,-0.00708788,0.00676491,0.00629667
338.3,-0.00812941,-0.00532922,0.0011351,0.101407,0.185829,0.00240673,-0.00741388,-0.00695126,0.00677795,0.00617778
338.4,-0.00812761,-0.00520192,0.00110606,0.100605,0.185293,0.00246615,-0.00740512,-0.00680986,0.00678411,0.0060546
338.5,-0.00811777,-0.00507037,0.00107641,0.0998034,0.184771,0.00252433,-0.00738929,-0.00666382,0.00678342,0.00592723
338.6,-0.00809991,-0.0049347,0.00104617,0.0990029,0.184263,0.00258126,-0.00736642,-0.00651325,0.00677589,0.00579579
338.7,-0.00807406,-0.00479502,0.00101535,0.0982044,0.183769,0.00263688,-0.00733653,-0.0063583,0.00676154,0.0056604
338.8,-0.00804026,-0.00465146,0.000983964,0.0974086,0.183289,0.00269116,-0.00729965,-0.00619911,0.0067404,0.00552118
338.9,-0.00799854,-0.00450414,0.000952039,0.0966163,0.182824,0.00274404,-0.00725581,-0.0060358,0.00671251,0.00537825
339,-0.00794896,-0.0043532,0.000919588,0.0958283,0.182374,0.0027955,-0.00720506,-0.00586854,0.0066779,0.00523174
339.1,-0.00789158,-0.00419876,0.00088663,0.0950453,0.18194,0.00284548,-0.00714746,-0.00569747,0.00663663,0.00508178
339.2,-0.00782647,-0.00404097,0.000853182,0.0942681,0.181522,0.00289393,-0.00708306,-0.00552273,0.00658875,0.0049285
339.3,-0.00775369,-0.00387996,0.000819263,0.0934976,0.181119,0.00294083,-0.00701193,-0.00534449,0.00653432,0.00477203
339.4,-0.00767332,-0.00371587,0.000784893,0.0927344,0.180734,0.00298611,-0.00693413,-0.00516289,0.00647342,0.0046125
339.5,-0.00758547,-0.00354885,0.00075009,0.0919793,0.180365,0.00302974,-0.00684974,-0.0049781,0.00640612,0.00445007
339.6,-0.00749022,-0.00337903,0.000714875,0.091233,0.180013,0.00307168,-0.00675885,-0.00479028,0.00633249,0.00428486
339.7,-0.00738767,-0.00320658,0.000679268,0.0904963,0.179679,0.00311186,-0.00666155,-0.0045996,0.00625264,0.00411703
339.8,-0.00727795,-0.00303163,0.000643289,0.0897699,0.179363,0.00315026,-0.00655793,-0.00440621,0.00616665,0.00394671
339.9,-0.00716115,-0.00285434,0.00060696,0.0890545,0.179064,0.00318683,-0.0064481,-0.00421029,0.00607463,0.00377405
340,-0.00703742,-0.00267486,0.0005703,0.0883507,0.178783,0.00322153,-0.00633216,-0.00401201,0.00597667,0.00359921
340.1,-0.00690688,-0.00249335,0.000533333,0.0876593,0.178521,0.0032543,-0.00621023,-0.00381154,0.00587289,0.00342233
340.2,-0.00676966,-0.00230996,0.00049608,0.0869809,0.178277,0.00328512,-0.00608243,-0.00360906,0.00576341,0.00324356
340.3,-0.00662591,-0.00212485,0.000458562,0.0863163,0.178052,0.00331394,-0.00594889,-0.00340474,0.00564836,0.00306306
340.4,-0.00647579,-0.00193818,0.000420803,0.0856659,0.177846,0.00334072,-0.00580974,-0.00319875,0.00552785,0.00288098
340.5,-0.00631945,-0.00175011,0.000382826,0.0850305,0.177659,0.00336542,-0.00566511,-0.00299127,0.00540202,0.00269747
340.6,-0.00615705,-0.0015608,0.000344652,0.0844107,0.177491,0.00338801,-0.00551515,-0.00278248,0.00527101,0.0025127
340.7,-0.00598875,-0.00137041,0.000306307,0.083807,0.177342,0.00340845,-0.00536,-0.00257257,0.00513497,0.00232682
340.8,-0.00581474,-0.0011791,0.000267812,0.0832201,0.177213,0.00342671,-0.00519982,-0.0023617,0.00499403,0.00213999
340.9,-0.00563519,-0.000987039,0.000229193,0.0826504,0.177103,0.00344275,-0.00503477,-0.00215007,0.00484836,0.00195237
341,-0.00545029,-0.000794388,0.000190473,0.0820986,0.177012,0.00345655,-0.004865,-0.00193785,0.00469811,0.00176411
341.1,-0.00526023,-0.000601309,0.000151676,0.0815651,0.176941,0.00346808,-0.00469069,-0.00172521,0.00454344,0.00157538
341.2,-0.00506519,-0.000407967,0.000112827,0.0810504,0.17689,0.0034773,-0.00451201,-0.00151235,0.00438451,0.00138633
341.3,-0.00486538,-0.000214525,7.39494e-05,0.0805551,0.176858,0.0034842,-0.00432914,-0.00129944,0.0042215,0.00119713
341.4,-0.00466101,-2.11459e-05,3.5069e-05,0.0800796,0.176846,0.00348876,-0.00414225,-0.00108667,0.00405457,0.00100794
341.5,-0.00445228,0.000172006,-3.78982e-06,0.0796243,0.176853,0.00349096,-0.00395152,-0.000874205,0.0038839,0.000818912
341.6,-0.0042394,0.000364769,-4.26022e-05,0.0791897,0.17688,0.00349077,-0.00375715,-0.000662231,0.00370968,0.000630212
341.7,-0.00402259,0.00055698,-8.13432e-05,0.0787761,0.176927,0.00348819,-0.00355933,-0.000450927,0.00353207,0.000441998
341.8,-0.00380206,0.000748479,-0.000119988,0.078384,0.176993,0.0034832,-0.00335825,-0.000240468,0.00335128,0.000254429
341.9,-0.00357804,0.000939103,-0.000158511,0.0780137,0.177078,0.00347579,-0.00315411,-3.10313e-05,0.00316747,6.76638e-05
342,-0.00335076,0.00112869,-0.000196888,0.0776655,0.177182,0.00346596,-0.00294712,0.000177209,0.00298086,-0.000118141
342.1,-0.00312044,0.00131709,-0.000235093,0.0773398,0.177306,0.0034537,-0.00273746,0.00038408,0.00279161,-0.000302828
342.2,-0.00288732,0.00150414,-0.000273102,0.0770368,0.177448,0.00343901,-0.00252536,0.000589409,0.00259994,-0.000486241
342.3,-0.00265162,0.00168969,-0.00031089,0.0767569,0.17761,0.00342189,-0.00231102,0.000793027,0.00240604,-0.000668227
342.4,-0.00241359,0.00187357,-0.000348431,0.0765001,0.17779,0.00340236,-0.00209465,0.000994765,0.0022101,-0.000848631
342.5,-0.00217346,0.00205564,-0.000385702,0.0762669,0.177989,0.0033804,-0.00187647,0.00119446,0.00201233,-0.0010273
342.6,-0.00193148,0.00223575,-0.000422678,0.0760573,0.178206,0.00335604,-0.00165668,0.00139194,0.00181292,-0.00120409
342.7,-0.00168787,0.00241374,-0.000459333,0.0758716,0.178441,0.00332928,-0.00143551,0.00158705,0.00161208,-0.00137884
342.8,-0.00144289,0.00258947,-0.000495645,0.0757099,0.178694,0.00330015,-0.00121317,0.00177963,0.00141001,-0.00155141
342.9,-0.00119678,0.0027628,-0.000531588,0.0755723,0.178965,0.00326866,-0.000989888,0.00196953,0.00120692,-0.00172166
343,-0.000949778,0.00293357,-0.00056714,0.075459,0.179253,0.00323482,-0.000765873,0.00215658,0.001003,-0.00188944
343.1,-0.000702135,0.00310166,-0.000602276,0.0753699,0.179558,0.00319867,-0.000541349,0.00234064,0.000798464,-0.00205461
343.2,-0.000454095,0.00326691,-0.000636974,0.0753053,0.17988,0.00316023,-0.000316537,0.00252155,0.000593515,-0.00221703
343.3,-0.000205901,0.0034292,-0.00067121,0.075265,0.180219,0.00311953,-9.16576e-05,0.00269918,0.000388355,-0.00237656
